"siparis_id","kategori_adi","urun_adi","siparis_tarihi","ulke","durdurulan","toplam"
10384,"Confections","Sir Rodney's Marmalade","1996-12-16","USA",0,"1814.40"
10384,"Dairy Products","Camembert Pierrot","1996-12-16","USA",0,"408.00"
10385,"Produce","Uncle Bob's Organic Dried Pears","1996-12-17","USA",0,"240.00"
10385,"Dairy Products","Camembert Pierrot","1996-12-17","USA",0,"544.00"
10385,"Confections","Scottish Longbreads","1996-12-17","USA",0,"80.00"
10386,"Beverages","Guaraná Fantástica","1996-12-18","UK",1,"54.00"
10386,"Beverages","Sasquatch Ale","1996-12-18","UK",0,"112.00"
10387,"Beverages","Guaraná Fantástica","1996-12-18","USA",1,"54.00"
10387,"Produce","Rössle Sauerkraut","1996-12-18","USA",1,"218.40"
10387,"Dairy Products","Raclette Courdavault","1996-12-18","USA",0,"528.00"
10387,"Dairy Products","Flotemysost","1996-12-18","USA",0,"258.00"
10388,"Seafood","Rogede sild","1996-12-19","USA",0,"114.00"
10388,"Grains/Cereals","Filo Mix","1996-12-19","USA",0,"112.00"
10388,"Meat/Poultry","Perth Pasties","1996-12-19","USA",1,"1048.00"
10389,"Seafood","Ikura","1996-12-20","USA",0,"396.80"
10389,"Meat/Poultry","Pâté chinois","1996-12-20","USA",0,"288.00"
10389,"Confections","Tarte au sucre","1996-12-20","USA",0,"788.00"
10389,"Beverages","Outback Lager","1996-12-20","USA",0,"360.00"
10390,"Dairy Products","Gorgonzola Telino","1996-12-23","UK",0,"600.00"
10390,"Beverages","Steeleye Stout","1996-12-23","UK",0,"576.00"
10390,"Seafood","Spegesild","1996-12-23","UK",0,"432.00"
10390,"Dairy Products","Mozzarella di Giovanni","1996-12-23","UK",0,"667.20"
10391,"Seafood","Konbu","1996-12-23","USA",0,"86.40"
10392,"Dairy Products","Gudbrandsdalsost","1996-12-24","USA",0,"1440.00"
10393,"Beverages","Chang","1996-12-25","USA",1,"380.00"
10393,"Produce","Tofu","1996-12-25","USA",0,"781.20"
10393,"Confections","NuNuCa Nuß-Nougat-Creme","1996-12-25","USA",0,"78.40"
10393,"Confections","Gumbär Gummibärchen","1996-12-25","USA",0,"1743.00"
10393,"Dairy Products","Gorgonzola Telino","1996-12-25","USA",0,"320.00"
10394,"Seafood","Konbu","1996-12-25","USA",0,"48.00"
10394,"Confections","Tarte au sucre","1996-12-25","USA",0,"394.00"
10395,"Seafood","Spegesild","1996-12-26","UK",0,"268.80"
10395,"Meat/Poultry","Perth Pasties","1996-12-26","UK",1,"1834.00"
10395,"Dairy Products","Gudbrandsdalsost","1996-12-26","UK",0,"230.40"
10396,"Grains/Cereals","Tunnbröd","1996-12-27","USA",0,"288.00"
10396,"Dairy Products","Flotemysost","1996-12-27","USA",0,"1032.00"
10396,"Dairy Products","Mozzarella di Giovanni","1996-12-27","USA",0,"583.80"
10397,"Confections","Sir Rodney's Scones","1996-12-27","UK",0,"80.00"
10397,"Produce","Manjimup Dried Apples","1996-12-27","UK",0,"763.20"
10398,"Beverages","Steeleye Stout","1996-12-30","USA",0,"432.00"
10398,"Meat/Poultry","Pâté chinois","1996-12-30","USA",0,"2304.00"
10399,"Confections","Scottish Longbreads","1996-12-31","USA",0,"600.00"
10399,"Dairy Products","Flotemysost","1996-12-31","USA",0,"516.00"
10399,"Beverages","Lakkalikööri","1996-12-31","USA",0,"504.00"
10399,"Condiments","Original Frankfurter grüne Soße","1996-12-31","USA",0,"145.60"
10400,"Meat/Poultry","Thüringer Rostbratwurst","1997-01-01","USA",1,"2079.00"
10400,"Beverages","Steeleye Stout","1997-01-01","USA",0,"504.00"
10400,"Confections","Maxilaku","1997-01-01","USA",0,"480.00"
10401,"Seafood","Nord-Ost Matjeshering","1997-01-01","USA",0,"372.60"
10401,"Grains/Cereals","Gnocchi di nonna Alice","1997-01-01","USA",0,"2128.00"
10401,"Condiments","Louisiana Fiery Hot Pepper Sauce","1997-01-01","USA",0,"336.00"
10401,"Dairy Products","Flotemysost","1997-01-01","USA",0,"1032.00"
10402,"Grains/Cereals","Tunnbröd","1997-01-02","USA",0,"432.00"
10402,"Condiments","Vegie-spread","1997-01-02","USA",0,"2281.50"
10403,"Confections","Pavlova","1997-01-03","USA",0,"291.90"
10403,"Confections","Chocolade","1997-01-03","USA",0,"714.00"
10404,"Confections","Gumbär Gummibärchen","1997-01-03","USA",0,"747.00"
10404,"Grains/Cereals","Singaporean Hokkien Fried Mee","1997-01-03","USA",1,"448.00"
10404,"Confections","Maxilaku","1997-01-03","USA",0,"480.00"
10405,"Condiments","Aniseed Syrup","1997-01-06","USA",0,"400.00"
10406,"Beverages","Chai","1997-01-07","UK",1,"144.00"
10406,"Confections","Sir Rodney's Scones","1997-01-07","UK",0,"240.00"
10406,"Produce","Rössle Sauerkraut","1997-01-07","UK",1,"1528.80"
10406,"Seafood","Inlagd Sill","1997-01-07","UK",0,"76.00"
10406,"Seafood","Boston Crab Meat","1997-01-07","UK",0,"29.40"
10407,"Dairy Products","Queso Cabrales","1997-01-07","USA",0,"504.00"
10407,"Dairy Products","Gudbrandsdalsost","1997-01-07","USA",0,"432.00"
10407,"Dairy Products","Flotemysost","1997-01-07","USA",0,"258.00"
10408,"Seafood","Gravad lax","1997-01-08","USA",0,"208.00"
10408,"Meat/Poultry","Tourtière","1997-01-08","USA",0,"35.40"
10408,"Confections","Tarte au sucre","1997-01-08","USA",0,"1379.00"
10409,"Produce","Tofu","1997-01-09","USA",0,"223.20"
10409,"Confections","Sir Rodney's Scones","1997-01-09","USA",0,"96.00"
10410,"Dairy Products","Geitost","1997-01-10","USA",0,"98.00"
10410,"Dairy Products","Raclette Courdavault","1997-01-10","USA",0,"704.00"
10411,"Seafood","Jack's New England Clam Chowder","1997-01-10","UK",0,"192.50"
10411,"Condiments","Gula Malacca","1997-01-10","UK",0,"620.00"
10411,"Dairy Products","Raclette Courdavault","1997-01-10","UK",0,"396.00"
10412,"Produce","Tofu","1997-01-13","USA",0,"372.00"
10413,"Beverages","Chai","1997-01-14","USA",1,"345.60"
10413,"Confections","Tarte au sucre","1997-01-14","USA",0,"1576.00"
10413,"Beverages","Lakkalikööri","1997-01-14","USA",0,"201.60"
10414,"Confections","Teatime Chocolate Biscuits","1997-01-14","USA",0,"131.40"
10414,"Dairy Products","Geitost","1997-01-14","USA",0,"100.00"
10415,"Meat/Poultry","Alice Mutton","1997-01-15","USA",1,"62.40"
10415,"Dairy Products","Geitost","1997-01-15","USA",0,"40.00"
10416,"Confections","Teatime Chocolate Biscuits","1997-01-16","USA",0,"146.00"
10416,"Meat/Poultry","Perth Pasties","1997-01-16","USA",1,"262.00"
10416,"Grains/Cereals","Ravioli Angelo","1997-01-16","USA",0,"312.00"
10417,"Beverages","Côte de Blaye","1997-01-16","USA",0,"10540.00"
10417,"Seafood","Spegesild","1997-01-16","USA",0,"19.20"
10417,"Confections","Scottish Longbreads","1997-01-16","USA",0,"360.00"
10417,"Condiments","Original Frankfurter grüne Soße","1997-01-16","USA",0,"364.00"
10418,"Beverages","Chang","1997-01-17","USA",1,"912.00"
10418,"Confections","Zaanse koeken","1997-01-17","USA",0,"418.00"
10418,"Condiments","Sirop d'érable","1997-01-17","USA",0,"364.80"
10418,"Produce","Longlife Tofu","1997-01-17","USA",0,"120.00"
10419,"Dairy Products","Camembert Pierrot","1997-01-20","USA",0,"1632.00"
10419,"Dairy Products","Gudbrandsdalsost","1997-01-20","USA",0,"576.00"
10420,"Meat/Poultry","Mishi Kobe Niku","1997-01-21","USA",1,"1552.00"
10420,"Seafood","Konbu","1997-01-21","USA",0,"9.60"
10420,"Beverages","Outback Lager","1997-01-21","USA",0,"96.00"
10420,"Seafood","Röd Kaviar","1997-01-21","USA",0,"240.00"
10421,"Confections","Teatime Chocolate Biscuits","1997-01-21","USA",0,"29.20"
10421,"Confections","Gumbär Gummibärchen","1997-01-21","USA",0,"747.00"
10421,"Meat/Poultry","Perth Pasties","1997-01-21","USA",1,"393.00"
10421,"Condiments","Original Frankfurter grüne Soße","1997-01-21","USA",0,"104.00"
10422,"Confections","Gumbär Gummibärchen","1997-01-22","USA",0,"49.80"
10423,"Dairy Products","Gorgonzola Telino","1997-01-23","UK",0,"140.00"
10423,"Dairy Products","Raclette Courdavault","1997-01-23","UK",0,"880.00"
10424,"Beverages","Steeleye Stout","1997-01-23","UK",0,"864.00"
10424,"Beverages","Côte de Blaye","1997-01-23","UK",0,"10329.20"
10424,"Confections","Scottish Longbreads","1997-01-23","UK",0,"300.00"
10425,"Meat/Poultry","Pâté chinois","1997-01-24","UK",0,"192.00"
10425,"Beverages","Lakkalikööri","1997-01-24","UK",0,"288.00"
10426,"Grains/Cereals","Gnocchi di nonna Alice","1997-01-27","USA",0,"152.00"
10426,"Grains/Cereals","Wimmers gute Semmelknödel","1997-01-27","USA",0,"186.20"
10427,"Produce","Tofu","1997-01-27","USA",0,"651.00"
10428,"Seafood","Spegesild","1997-01-28","UK",0,"192.00"
10429,"Confections","Valkoinen suklaa","1997-01-29","USA",0,"520.00"
10429,"Condiments","Vegie-spread","1997-01-29","USA",0,"1228.50"
10430,"Meat/Poultry","Alice Mutton","1997-01-30","USA",1,"1404.00"
10430,"Confections","Sir Rodney's Scones","1997-01-30","USA",0,"400.00"
10430,"Grains/Cereals","Gnocchi di nonna Alice","1997-01-30","USA",0,"912.00"
10430,"Dairy Products","Raclette Courdavault","1997-01-30","USA",0,"3080.00"
10431,"Meat/Poultry","Alice Mutton","1997-01-30","USA",1,"1560.00"
10431,"Seafood","Boston Crab Meat","1997-01-30","USA",0,"735.00"
10431,"Confections","Zaanse koeken","1997-01-30","USA",0,"228.00"
10432,"Confections","Gumbär Gummibärchen","1997-01-31","USA",0,"249.00"
10432,"Meat/Poultry","Tourtière","1997-01-31","USA",0,"236.00"
10433,"Grains/Cereals","Gnocchi di nonna Alice","1997-02-03","USA",0,"851.20"
10434,"Dairy Products","Queso Cabrales","1997-02-03","USA",0,"100.80"
10434,"Beverages","Lakkalikööri","1997-02-03","USA",0,"259.20"
10435,"Beverages","Chang","1997-02-04","USA",1,"152.00"
10435,"Grains/Cereals","Gustaf's Knäckebröd","1997-02-04","USA",0,"201.60"
10435,"Dairy Products","Mozzarella di Giovanni","1997-02-04","USA",0,"278.00"
10436,"Seafood","Spegesild","1997-02-05","USA",0,"48.00"
10436,"Grains/Cereals","Gnocchi di nonna Alice","1997-02-05","USA",0,"1216.00"
10436,"Grains/Cereals","Wimmers gute Semmelknödel","1997-02-05","USA",0,"798.00"
10436,"Beverages","Rhönbräu Klosterbier","1997-02-05","USA",0,"148.80"
10437,"Meat/Poultry","Perth Pasties","1997-02-05","USA",1,"393.00"
10438,"Confections","Teatime Chocolate Biscuits","1997-02-06","USA",0,"109.50"
10438,"Beverages","Sasquatch Ale","1997-02-06","USA",0,"224.00"
10438,"Grains/Cereals","Ravioli Angelo","1997-02-06","USA",0,"234.00"
10439,"Dairy Products","Queso Manchego La Pastora","1997-02-07","UK",0,"456.00"
10439,"Confections","Pavlova","1997-02-07","UK",0,"222.40"
10439,"Grains/Cereals","Wimmers gute Semmelknödel","1997-02-07","UK",0,"159.60"
10439,"Produce","Longlife Tofu","1997-02-07","UK",0,"240.00"
10440,"Beverages","Chang","1997-02-10","USA",1,"684.00"
10440,"Confections","Pavlova","1997-02-10","USA",0,"681.10"
10440,"Meat/Poultry","Thüringer Rostbratwurst","1997-02-10","USA",1,"2376.00"
10440,"Condiments","Sirop d'érable","1997-02-10","USA",0,"2052.00"
10441,"Confections","Schoggi Schokolade","1997-02-10","USA",0,"1755.00"
10442,"Dairy Products","Queso Cabrales","1997-02-11","USA",0,"504.00"
10442,"Meat/Poultry","Tourtière","1997-02-11","USA",0,"472.00"
10442,"Condiments","Louisiana Hot Spiced Okra","1997-02-11","USA",0,"816.00"
10443,"Dairy Products","Queso Cabrales","1997-02-12","USA",0,"100.80"
10443,"Produce","Rössle Sauerkraut","1997-02-12","USA",1,"436.80"
10444,"Meat/Poultry","Alice Mutton","1997-02-12","USA",1,"312.00"
10444,"Confections","Gumbär Gummibärchen","1997-02-12","USA",0,"373.50"
10444,"Beverages","Steeleye Stout","1997-02-12","USA",0,"115.20"
10444,"Seafood","Jack's New England Clam Chowder","1997-02-12","USA",0,"231.00"
10445,"Beverages","Chartreuse verte","1997-02-13","USA",0,"86.40"
10445,"Meat/Poultry","Tourtière","1997-02-13","USA",0,"88.50"
10446,"Confections","Teatime Chocolate Biscuits","1997-02-14","UK",0,"87.60"
10446,"Beverages","Guaraná Fantástica","1997-02-14","UK",1,"72.00"
10446,"Dairy Products","Gorgonzola Telino","1997-02-14","UK",0,"30.00"
10446,"Grains/Cereals","Filo Mix","1997-02-14","UK",0,"84.00"
10447,"Confections","Teatime Chocolate Biscuits","1997-02-14","USA",0,"292.00"
10447,"Condiments","Louisiana Fiery Hot Pepper Sauce","1997-02-14","USA",0,"588.00"
10447,"Dairy Products","Flotemysost","1997-02-14","USA",0,"34.40"
10448,"Confections","Gumbär Gummibärchen","1997-02-17","USA",0,"149.40"
10448,"Seafood","Boston Crab Meat","1997-02-17","USA",0,"294.00"
10449,"Seafood","Ikura","1997-02-18","USA",0,"347.20"
10449,"Grains/Cereals","Filo Mix","1997-02-18","USA",0,"112.00"
10449,"Confections","Tarte au sucre","1997-02-18","USA",0,"1379.00"
10450,"Seafood","Ikura","1997-02-19","USA",0,"496.00"
10450,"Meat/Poultry","Tourtière","1997-02-19","USA",0,"35.40"
10451,"Meat/Poultry","Pâté chinois","1997-02-19","USA",0,"2304.00"
10451,"Grains/Cereals","Wimmers gute Semmelknödel","1997-02-19","USA",0,"931.00"
10451,"Condiments","Louisiana Fiery Hot Pepper Sauce","1997-02-19","USA",0,"470.40"
10451,"Condiments","Original Frankfurter grüne Soße","1997-02-19","USA",0,"572.00"
10452,"Produce","Rössle Sauerkraut","1997-02-20","USA",1,"546.00"
10452,"Condiments","Gula Malacca","1997-02-20","USA",0,"1550.00"
10453,"Confections","Chocolade","1997-02-21","USA",0,"153.00"
10453,"Beverages","Outback Lager","1997-02-21","USA",0,"300.00"
10454,"Confections","Pavlova","1997-02-21","USA",0,"278.00"
10454,"Dairy Products","Geitost","1997-02-21","USA",0,"40.00"
10454,"Seafood","Spegesild","1997-02-21","USA",0,"96.00"
10455,"Beverages","Chartreuse verte","1997-02-24","USA",0,"288.00"
10455,"Meat/Poultry","Perth Pasties","1997-02-24","USA",1,"1310.00"
10455,"Condiments","Sirop d'érable","1997-02-24","USA",0,"570.00"
10455,"Dairy Products","Flotemysost","1997-02-24","USA",0,"516.00"
10456,"Confections","Sir Rodney's Scones","1997-02-25","USA",0,"320.00"
10456,"Confections","Maxilaku","1997-02-25","USA",0,"336.00"
10457,"Dairy Products","Raclette Courdavault","1997-02-25","USA",0,"1584.00"
10458,"Confections","Gumbär Gummibärchen","1997-02-26","UK",0,"747.00"
10458,"Produce","Rössle Sauerkraut","1997-02-26","UK",1,"1092.00"
10458,"Beverages","Ipoh Coffee","1997-02-26","UK",0,"736.00"
10458,"Grains/Cereals","Gnocchi di nonna Alice","1997-02-26","UK",0,"456.00"
10458,"Dairy Products","Flotemysost","1997-02-26","UK",0,"860.00"
10459,"Produce","Uncle Bob's Organic Dried Pears","1997-02-27","USA",0,"384.00"
10459,"Seafood","Spegesild","1997-02-27","USA",0,"192.00"
10459,"Dairy Products","Mozzarella di Giovanni","1997-02-27","USA",0,"1112.00"
10460,"Confections","Scottish Longbreads","1997-02-28","USA",0,"210.00"
10460,"Beverages","Rhönbräu Klosterbier","1997-02-28","USA",0,"24.80"
10461,"Confections","Sir Rodney's Scones","1997-02-28","USA",0,"320.00"
10461,"Seafood","Nord-Ost Matjeshering","1997-02-28","USA",0,"579.60"
10461,"Meat/Poultry","Pâté chinois","1997-02-28","USA",0,"1152.00"
10462,"Seafood","Konbu","1997-03-03","USA",0,"4.80"
10462,"Grains/Cereals","Tunnbröd","1997-03-03","USA",0,"151.20"
10463,"Confections","Teatime Chocolate Biscuits","1997-03-04","UK",0,"153.30"
10463,"Grains/Cereals","Singaporean Hokkien Fried Mee","1997-03-04","UK",1,"560.00"
10464,"Condiments","Chef Anton's Cajun Seasoning","1997-03-04","USA",0,"281.60"
10464,"Beverages","Ipoh Coffee","1997-03-04","USA",0,"110.40"
10464,"Grains/Cereals","Gnocchi di nonna Alice","1997-03-04","USA",0,"912.00"
10464,"Dairy Products","Camembert Pierrot","1997-03-04","USA",0,"544.00"
10465,"Beverages","Guaraná Fantástica","1997-03-05","USA",1,"90.00"
10465,"Meat/Poultry","Thüringer Rostbratwurst","1997-03-05","USA",1,"1782.00"
10465,"Seafood","Boston Crab Meat","1997-03-05","USA",0,"294.00"
10465,"Seafood","Rogede sild","1997-03-05","USA",0,"228.00"
10465,"Confections","Valkoinen suklaa","1997-03-05","USA",0,"325.00"
10466,"Dairy Products","Queso Cabrales","1997-03-06","USA",0,"168.00"
10466,"Seafood","Spegesild","1997-03-06","USA",0,"48.00"
10467,"Beverages","Guaraná Fantástica","1997-03-06","USA",1,"100.80"
10467,"Confections","NuNuCa Nuß-Nougat-Creme","1997-03-06","USA",0,"134.40"
10468,"Seafood","Nord-Ost Matjeshering","1997-03-07","USA",0,"165.60"
10468,"Beverages","Ipoh Coffee","1997-03-07","USA",0,"552.00"
10469,"Beverages","Chang","1997-03-10","USA",1,"608.00"
10469,"Confections","Pavlova","1997-03-10","USA",0,"486.50"
10469,"Condiments","Gula Malacca","1997-03-10","USA",0,"31.00"
10470,"Seafood","Carnarvon Tigers","1997-03-11","USA",0,"1500.00"
10470,"Grains/Cereals","Tunnbröd","1997-03-11","USA",0,"108.00"
10470,"Grains/Cereals","Wimmers gute Semmelknödel","1997-03-11","USA",0,"212.80"
10471,"Produce","Uncle Bob's Organic Dried Pears","1997-03-11","USA",0,"720.00"
10471,"Grains/Cereals","Gnocchi di nonna Alice","1997-03-11","USA",0,"608.00"
10472,"Beverages","Guaraná Fantástica","1997-03-12","USA",1,"288.00"
10472,"Produce","Manjimup Dried Apples","1997-03-12","USA",0,"763.20"
10473,"Dairy Products","Geitost","1997-03-13","USA",0,"24.00"
10473,"Dairy Products","Flotemysost","1997-03-13","USA",0,"206.40"
10474,"Produce","Tofu","1997-03-13","UK",0,"223.20"
10474,"Produce","Rössle Sauerkraut","1997-03-13","UK",1,"655.20"
10474,"Seafood","Boston Crab Meat","1997-03-13","UK",0,"308.70"
10474,"Beverages","Rhönbräu Klosterbier","1997-03-13","UK",0,"62.00"
10475,"Dairy Products","Gorgonzola Telino","1997-03-14","UK",0,"350.00"
10475,"Condiments","Louisiana Hot Spiced Okra","1997-03-14","UK",0,"816.00"
10475,"Beverages","Lakkalikööri","1997-03-14","UK",0,"604.80"
10476,"Meat/Poultry","Pâté chinois","1997-03-17","USA",0,"38.40"
10476,"Beverages","Outback Lager","1997-03-17","USA",0,"144.00"
10477,"Beverages","Chai","1997-03-17","UK",1,"216.00"
10477,"Confections","Sir Rodney's Scones","1997-03-17","UK",0,"168.00"
10477,"Beverages","Chartreuse verte","1997-03-17","UK",0,"288.00"
10478,"Seafood","Ikura","1997-03-18","USA",0,"496.00"
10479,"Beverages","Côte de Blaye","1997-03-19","USA",0,"6324.00"
10479,"Meat/Poultry","Perth Pasties","1997-03-19","USA",1,"733.60"
10479,"Dairy Products","Raclette Courdavault","1997-03-19","USA",0,"2640.00"
10479,"Grains/Cereals","Wimmers gute Semmelknödel","1997-03-19","USA",0,"798.00"
10480,"Confections","Zaanse koeken","1997-03-20","UK",0,"228.00"
10480,"Dairy Products","Raclette Courdavault","1997-03-20","UK",0,"528.00"
10481,"Confections","Maxilaku","1997-03-20","USA",0,"384.00"
10481,"Dairy Products","Camembert Pierrot","1997-03-20","USA",0,"1088.00"
10482,"Seafood","Boston Crab Meat","1997-03-21","USA",0,"147.00"
10483,"Beverages","Sasquatch Ale","1997-03-24","UK",0,"392.00"
10483,"Condiments","Original Frankfurter grüne Soße","1997-03-24","UK",0,"312.00"
10484,"Confections","Sir Rodney's Scones","1997-03-24","USA",0,"112.00"
10484,"Seafood","Boston Crab Meat","1997-03-24","USA",0,"147.00"
10484,"Produce","Manjimup Dried Apples","1997-03-24","USA",0,"127.20"
10485,"Beverages","Chang","1997-03-25","USA",1,"304.00"
10485,"Condiments","Aniseed Syrup","1997-03-25","USA",0,"160.00"
10485,"Meat/Poultry","Pâté chinois","1997-03-25","USA",0,"576.00"
10485,"Beverages","Outback Lager","1997-03-25","USA",0,"720.00"
10486,"Dairy Products","Queso Cabrales","1997-03-26","USA",0,"84.00"
10486,"Produce","Manjimup Dried Apples","1997-03-26","USA",0,"1060.00"
10486,"Produce","Longlife Tofu","1997-03-26","USA",0,"128.00"
10487,"Confections","Teatime Chocolate Biscuits","1997-03-26","USA",0,"36.50"
10487,"Confections","Gumbär Gummibärchen","1997-03-26","USA",0,"747.00"
10487,"Meat/Poultry","Tourtière","1997-03-26","USA",0,"141.60"
10488,"Dairy Products","Raclette Courdavault","1997-03-27","USA",0,"1320.00"
10488,"Seafood","Röd Kaviar","1997-03-27","USA",0,"240.00"
10489,"Dairy Products","Queso Cabrales","1997-03-28","UK",0,"252.00"
10489,"Confections","Pavlova","1997-03-28","UK",0,"250.20"
10490,"Dairy Products","Raclette Courdavault","1997-03-31","UK",0,"2640.00"
10490,"Confections","Scottish Longbreads","1997-03-31","UK",0,"300.00"
10490,"Beverages","Rhönbräu Klosterbier","1997-03-31","UK",0,"223.20"
10491,"Condiments","Gula Malacca","1997-03-31","USA",0,"232.50"
10491,"Condiments","Original Frankfurter grüne Soße","1997-03-31","USA",0,"72.80"
10492,"Confections","NuNuCa Nuß-Nougat-Creme","1997-04-01","USA",0,"672.00"
10492,"Grains/Cereals","Singaporean Hokkien Fried Mee","1997-04-01","USA",1,"224.00"
10493,"Condiments","Louisiana Fiery Hot Pepper Sauce","1997-04-02","USA",0,"252.00"
10493,"Condiments","Louisiana Hot Spiced Okra","1997-04-02","USA",0,"136.00"
10493,"Dairy Products","Gudbrandsdalsost","1997-04-02","USA",0,"288.00"
10494,"Grains/Cereals","Gnocchi di nonna Alice","1997-04-02","USA",0,"912.00"
10495,"Grains/Cereals","Tunnbröd","1997-04-03","USA",0,"72.00"
10495,"Seafood","Jack's New England Clam Chowder","1997-04-03","USA",0,"154.00"
10495,"Condiments","Original Frankfurter grüne Soße","1997-04-03","USA",0,"52.00"
10496,"Dairy Products","Gorgonzola Telino","1997-04-04","UK",0,"200.00"
10497,"Grains/Cereals","Gnocchi di nonna Alice","1997-04-04","UK",0,"425.60"
10497,"Dairy Products","Mozzarella di Giovanni","1997-04-04","UK",0,"695.00"
10497,"Condiments","Original Frankfurter grüne Soße","1997-04-04","UK",0,"260.00"
10498,"Beverages","Guaraná Fantástica","1997-04-07","USA",1,"63.00"
10498,"Seafood","Boston Crab Meat","1997-04-07","USA",0,"92.00"
10498,"Grains/Cereals","Singaporean Hokkien Fried Mee","1997-04-07","USA",1,"420.00"
10499,"Produce","Rössle Sauerkraut","1997-04-08","USA",1,"912.00"
10499,"Confections","Maxilaku","1997-04-08","USA",0,"500.00"
10500,"Condiments","Genen Shouyu","1997-04-09","UK",0,"186.00"
10500,"Produce","Rössle Sauerkraut","1997-04-09","UK",1,"364.80"
10501,"Meat/Poultry","Tourtière","1997-04-09","UK",0,"149.00"
10502,"Seafood","Rogede sild","1997-04-10","USA",0,"199.50"
10502,"Meat/Poultry","Perth Pasties","1997-04-10","USA",1,"196.80"
10502,"Beverages","Laughing Lumberjack Lager","1997-04-10","USA",0,"420.00"
10503,"Produce","Tofu","1997-04-11","UK",0,"1627.50"
10503,"Condiments","Louisiana Fiery Hot Pepper Sauce","1997-04-11","UK",0,"421.00"
10504,"Beverages","Chang","1997-04-11","USA",1,"228.00"
10504,"Confections","Sir Rodney's Scones","1997-04-11","USA",0,"120.00"
10504,"Meat/Poultry","Perth Pasties","1997-04-11","USA",1,"328.00"
10504,"Condiments","Sirop d'érable","1997-04-11","USA",0,"712.50"
10505,"Confections","Tarte au sucre","1997-04-14","USA",0,"147.90"
10506,"Confections","NuNuCa Nuß-Nougat-Creme","1997-04-15","UK",0,"252.00"
10506,"Beverages","Outback Lager","1997-04-15","UK",0,"210.00"
10507,"Beverages","Ipoh Coffee","1997-04-15","UK",0,"690.00"
10507,"Confections","Chocolade","1997-04-15","UK",0,"191.25"
10508,"Seafood","Konbu","1997-04-16","USA",0,"60.00"
10508,"Beverages","Chartreuse verte","1997-04-16","USA",0,"180.00"
10509,"Produce","Rössle Sauerkraut","1997-04-17","USA",1,"136.80"
10510,"Meat/Poultry","Thüringer Rostbratwurst","1997-04-18","UK",1,"4456.44"
10510,"Beverages","Rhönbräu Klosterbier","1997-04-18","UK",0,"279.00"
10511,"Condiments","Chef Anton's Cajun Seasoning","1997-04-18","USA",0,"1100.00"
10511,"Produce","Uncle Bob's Organic Dried Pears","1997-04-18","USA",0,"1500.00"
10511,"Condiments","Northwoods Cranberry Sauce","1997-04-18","USA",0,"400.00"
10512,"Beverages","Guaraná Fantástica","1997-04-21","UK",1,"45.00"
10512,"Seafood","Spegesild","1997-04-21","UK",0,"108.00"
10512,"Confections","Zaanse koeken","1997-04-21","UK",0,"57.00"
10512,"Dairy Products","Camembert Pierrot","1997-04-21","UK",0,"408.00"
10513,"Confections","Sir Rodney's Scones","1997-04-22","UK",0,"400.00"
10513,"Dairy Products","Mascarpone Fabioli","1997-04-22","UK",0,"1600.00"
10513,"Condiments","Sirop d'érable","1997-04-22","UK",0,"427.50"
10514,"Confections","Sir Rodney's Marmalade","1997-04-22","USA",0,"3159.00"
10514,"Produce","Rössle Sauerkraut","1997-04-22","USA",1,"1596.00"
10514,"Grains/Cereals","Gnocchi di nonna Alice","1997-04-22","USA",0,"2660.00"
10514,"Condiments","Louisiana Fiery Hot Pepper Sauce","1997-04-22","USA",0,"820.95"
10514,"Beverages","Rhönbräu Klosterbier","1997-04-22","USA",0,"387.50"
10515,"Meat/Poultry","Mishi Kobe Niku","1997-04-23","USA",1,"1552.00"
10515,"Confections","Pavlova","1997-04-23","USA",0,"872.50"
10515,"Confections","Schoggi Schokolade","1997-04-23","USA",0,"5268.00"
10515,"Dairy Products","Geitost","1997-04-23","USA",0,"40.00"
10515,"Dairy Products","Camembert Pierrot","1997-04-23","USA",0,"2856.00"
10516,"Seafood","Carnarvon Tigers","1997-04-24","USA",0,"1562.50"
10516,"Seafood","Jack's New England Clam Chowder","1997-04-24","USA",0,"772.00"
10516,"Grains/Cereals","Singaporean Hokkien Fried Mee","1997-04-24","USA",1,"280.00"
10517,"Grains/Cereals","Filo Mix","1997-04-24","USA",0,"42.00"
10517,"Dairy Products","Raclette Courdavault","1997-04-24","USA",0,"220.00"
10517,"Beverages","Outback Lager","1997-04-24","USA",0,"90.00"
10518,"Beverages","Guaraná Fantástica","1997-04-25","USA",1,"22.50"
10518,"Beverages","Côte de Blaye","1997-04-25","USA",0,"3952.50"
10518,"Condiments","Gula Malacca","1997-04-25","USA",0,"175.05"
10519,"Seafood","Ikura","1997-04-28","UK",0,"496.00"
10519,"Grains/Cereals","Gnocchi di nonna Alice","1997-04-28","UK",0,"1520.00"
10519,"Dairy Products","Camembert Pierrot","1997-04-28","UK",0,"340.00"
10520,"Beverages","Guaraná Fantástica","1997-04-29","UK",1,"36.00"
10520,"Meat/Poultry","Perth Pasties","1997-04-29","UK",1,"164.00"
10521,"Beverages","Steeleye Stout","1997-04-29","USA",0,"54.00"
10521,"Seafood","Jack's New England Clam Chowder","1997-04-29","USA",0,"96.50"
10521,"Confections","Scottish Longbreads","1997-04-29","USA",0,"75.00"
10522,"Beverages","Chai","1997-04-30","USA",1,"720.00"
